"Master Protein Accessions","conica_chloroplast_1","conica_chloroplast_2","conica_mito_1","conica_mito_2","conica_nuclear_1","conica_nuclear_2"
"Sconica_v3_11489-RA",0,1,0,0,0,1
"Sconica_v3_11775-RA",0,1,9,3,21,21
"Sconica_v3_11802-RA",0,1,0,0,0,0
"Sconica_v3_11808-RA",0,2,0,0,0,0
"Sconica_v3_12114-RA",0,2,0,0,0,0
"Sconica_v3_12227-RA",0,1,0,0,2,0
"Sconica_v3_12262-RA",0,1,2,0,0,0
"Sconica_v3_12279-RA",0,1,0,0,0,1
"Sconica_v3_12620-RA",0,1,0,0,0,0
"Sconica_v3_13394-RA",0,4,0,0,0,0
"Sconica_v3_14139-RA",0,3,0,0,0,0
"Sconica_v3_14457-RA",0,1,0,0,1,0
"Sconica_v3_14475-RA",0,2,3,4,5,10
"Sconica_v3_16893-RA",0,1,3,3,0,1
"Sconica_v3_17139-RA",0,1,0,0,2,3
"Sconica_v3_17182-RA",0,1,3,0,1,8
"Sconica_v3_17184-RA",0,1,3,2,5,3
"Sconica_v3_17720-RA",0,1,0,0,0,0
"Sconica_v3_17859-RA",0,1,14,10,0,0
"Sconica_v3_18092-RA",0,2,11,9,1,1
"Sconica_v3_18120-RA",0,1,0,0,0,0
"Sconica_v3_18203-RA",0,1,3,2,9,12
"Sconica_v3_18415-RA",0,1,0,0,0,0
"Sconica_v3_18492-RA",0,2,0,0,2,0
"Sconica_v3_18534-RA",0,2,0,0,2,2
"Sconica_v3_18614-RA",0,1,0,0,6,4
"Sconica_v3_18727-RA",0,1,0,0,0,0
"Sconica_v3_18789-RA",0,1,0,0,0,0
"Sconica_v3_19000-RA",0,1,0,2,0,0
"Sconica_v3_19018-RA",0,1,0,1,5,12
"Sconica_v3_19059-RA",0,2,0,0,0,0
"Sconica_v3_19720-RA",0,1,1,0,0,0
"Sconica_v3_19726-RA",0,1,0,0,1,0
"Sconica_v3_20759-RA",0,1,4,2,1,3
"Sconica_v3_21812-RA",0,1,0,0,0,0
"Sconica_v3_22058-RA",0,1,1,1,19,25
"Sconica_v3_22433-RA",0,1,0,0,1,0
"Sconica_v3_22541-RA",0,2,0,0,3,0
"Sconica_v3_23081-RA",0,4,0,0,1,0
"Sconica_v3_23777-RA",0,1,0,0,0,0
"Sconica_v3_23833-RA",0,1,1,0,8,7
"Sconica_v3_24172-RA",0,1,0,0,0,0
"Sconica_v3_24366-RA",0,1,0,0,0,1
"Sconica_v3_24465-RA",0,2,0,0,0,0
"Sconica_v3_24863-RA",0,1,0,0,0,0
"Sconica_v3_25068-RA",0,2,0,0,5,6
"Sconica_v3_25262-RA",0,2,0,0,1,0
"Sconica_v3_25330-RA",0,1,0,0,0,0
"Sconica_v3_25445-RA",0,5,34,25,0,2
"Sconica_v3_25502-RA",0,1,18,21,10,11
"Sconica_v3_25516-RA",0,1,0,0,0,0
"Sconica_v3_25591-RA",0,2,1,0,2,1
"Sconica_v3_28599-RA",0,1,0,0,0,0
"Sconica_v3_29090-RA",0,1,0,0,0,0
"Sconica_v3_29348-RA",0,1,0,0,1,0
"Sconica_v3_29386-RA",0,1,0,0,0,2
"Sconica_v3_29888-RA",0,1,0,0,0,2
"Sconica_v3_29960-RA",0,1,0,0,0,0
"Sconica_v3_30068-RA",0,1,1,2,3,7
"Sconica_v3_30074-RA",0,1,9,7,6,8
"Sconica_v3_30587-RA",0,1,0,0,0,0
"Sconica_v3_30849-RA",0,1,42,39,3,4
"Sconica_v3_31037-RA",0,2,3,4,10,10
"Sconica_v3_31048-RA",0,1,12,12,5,3
"Sconica_v3_32712-RA",0,2,0,0,0,0
"Sconica_v3_32754-RA",0,1,0,1,13,10
"Sconica_v3_33301-RA",0,1,0,0,0,2
"Sconica_v3_33915-RA",0,1,2,3,1,0
"Sconica_v3_34033-RA",0,1,0,0,0,0
"Sconica_v3_34057-RA",0,1,0,0,0,1
"Sconica_v3_34546-RA",0,1,0,0,2,1
"Sconica_v3_34643-RA",0,1,1,0,8,10
"Sconica_v3_35196-RA",0,4,0,0,1,1
"Sconica_v3_35520-RA",0,1,0,0,0,0
"Sconica_v3_35546-RA",0,1,0,0,0,0
"Sconica_v3_35699-RA",0,1,2,4,0,2
"Sconica_v3_36260-RA",0,1,0,0,0,0
"Sconica_v3_36318-RA",0,1,0,0,2,1
"Sconica_v3_36967-RA",0,2,6,2,0,0
"Sconica_v3_37339-RA",0,1,0,0,0,0
"Sconica_v3_37504-RA",0,1,1,0,2,2
"Sconica_v3_37558-RA",0,7,0,0,0,0
"Sconica_v3_38135-RA",0,1,0,0,0,0
"Sconica_v3_38412-RA",0,2,7,7,24,19
"Sconica_v3_39004-RA",0,2,0,0,1,0
"Sconica_v3_40194-RA",0,1,5,8,1,1
"Sconica_v3_41017-RA",0,1,0,0,0,0
"Sconica_v3_41100-RA",0,1,0,0,3,2
"Sconica_v3_41905-RA",0,1,1,1,0,11
"Sconica_v3_41939-RA",0,1,0,0,4,1
"Sconica_v3_41946-RA",0,1,0,0,2,1
"Sconica_v3_42040-RA",0,5,0,0,0,0
"Sconica_v3_42265-RA",0,1,0,0,0,3
"Sconica_v3_42355-RA",0,1,0,0,0,0
"Sconica_v3_42503-RA",0,3,1,0,1,0
"Sconica_v3_42860-RA",0,1,2,0,0,0
"Sconica_v3_42944-RA",0,1,0,0,1,0
"Sconica_v3_43236-RA",0,1,0,0,13,3
"Sconica_v3_43475-RA",0,1,3,1,3,4
"Sconica_v3_43756-RA",0,1,6,7,4,3
"Sconica_v3_44176-RA",0,1,0,0,0,0
"Sconica_v3_44928-RA",0,1,10,5,24,14
"Sconica_v3_45282-RA",0,1,1,0,1,1
"Sconica_v3_45467-RA",0,1,0,0,4,4
"Sconica_v3_45482-RA",0,1,0,0,0,0
"Sconica_v3_45626-RA",0,1,0,0,0,0
"Sconica_v3_45963-RA",0,1,0,0,0,0
"Sconica_v3_46252-RA",0,1,0,0,0,1
"Sconica_v3_46898-RA",0,1,0,0,0,0
"Sconica_v3_47779-RA",0,1,2,0,3,3
"Sconica_v3_48245-RA",0,2,0,0,0,1
"Sconica_v3_48280-RA",0,1,4,3,8,8
"Sconica_v3_48419-RA",0,4,0,0,2,1
"Sconica_v3_48892-RA",0,2,25,31,4,4
"Sconica_v3_51336-RA",0,1,1,0,0,1
"Sconica_v3_51646-RA",0,1,15,2,6,5
"Sconica_v3_52284-RA",0,1,0,0,0,0
"Sconica_v3_52790-RA",0,1,0,0,0,0
"Sconica_v3_53062-RA",0,1,3,4,11,8
"Sconica_v3_53223-RA",0,1,42,35,1,1
"Sconica_v3_53298-RA",0,1,0,0,0,0
"Sconica_v3_53568-RA",0,1,0,0,1,0
"Sconica_v3_53633-RA",0,1,6,4,16,16
"Sconica_v3_53668-RA",0,2,0,0,1,1
"Sconica_v3_53987-RA",0,2,5,5,5,10
"Sconica_v3_54808-RA",0,3,0,0,1,0
"Sconica_v3_54924-RA",0,1,0,0,0,0
"Sconica_v3_54953-RA",0,1,0,0,1,0
"Sconica_v3_55223-RA",0,1,0,0,0,0
"Sconica_v3_55933-RA",0,1,0,1,0,0
"Sconica_v3_56271-RA",0,4,20,4,7,7
"Sconica_v3_56851-RA",0,1,0,0,2,0
"Sconica_v3_56898-RA",0,3,0,0,0,0
"Sconica_v3_58277-RA",0,1,0,0,0,0
"plastid_ndhE",0,1,0,0,1,1
"plastid_rpl36",0,1,0,0,0,0
"Chr01-anno1.g59458.t1",0,0,10,11,0,0
"Chr01-anno1.g59994.t1",0,0,4,4,7,9
"Chr01-anno1.g60266.t1",0,0,1,2,0,1
"Chr01-anno1.g60365.t1",0,0,1,0,0,0
"Chr01-anno1.g61166.t1",0,0,1,0,2,1
"Chr01-anno1.g61192.t1",0,0,14,15,0,1
"Chr01-anno1.g61211.t1",0,0,1,0,0,0
"Chr01-anno1.g61247.t1",0,0,3,2,0,0
"Chr01-anno1.g61439.t1",0,0,1,1,0,0
"Chr01-anno1.g61482.t1",0,0,3,2,1,2
"Chr01-anno1.g61919.t1",0,0,10,14,1,0
"Chr01-anno1.g62298.t1",0,0,3,5,0,0
"Chr01-anno1.g62538.t1",0,0,2,1,0,0
"Chr01-anno1.g62765.t1",0,0,6,1,0,0
"Chr01-anno1.g63135.t1",0,0,5,2,0,0
"Chr01-anno1.g63279.t1",0,0,1,0,1,1
"Chr01-anno1.g63350.t1",0,0,2,3,0,4
"Chr01-anno1.g63502.t1",0,0,1,0,0,0
"Chr01-anno1.g63583.t1",0,0,2,0,4,0
"Chr01-anno1.g64099.t1",0,0,5,9,0,0
"Chr01-anno1.g64193.t2",0,0,12,10,1,0
"Chr01-anno1.g64224.t1",0,0,3,0,13,6
"Chr01-anno1.g64421.t1",0,0,5,8,6,8
"Chr01-anno1.g64423.t1",0,0,2,1,2,0
"Chr01-anno1.g64533.t1",0,0,3,4,0,0
"Chr01-anno1.g64625.t1",0,0,9,7,0,0
"Chr01-anno1.g64712.t1",0,0,29,27,3,13
"Chr01-anno1.g64747.t1",0,0,6,4,4,1
"Chr01-anno1.g64862.t1",0,0,6,6,1,0
"Chr01-anno1.g64881.t1",0,0,2,3,0,0
"Chr01-anno2.g45053.t1",0,0,4,3,5,11
"Chr01-anno2.g49556.t1",0,0,3,2,0,0
"Chr01-anno2.g49676.t1",0,0,2,2,0,5
"Chr01-anno2.g50913.t1",0,0,5,3,0,0
"Chr01-anno2.g51020.t1",0,0,1,0,1,2
"Chr01-anno2.g51205.t1",0,0,7,4,0,0
"Chr01-anno2.g51449.t1",0,0,3,1,8,9
"Chr01-anno2.g51490.t1",0,0,20,17,1,0
"Chr01-long_reads1.PB.408.1",0,0,5,5,0,0
"Chr01-long_reads1.PB.49.2",0,0,31,29,5,14
"Chr01-long_reads1.PB.65.1",0,0,9,3,25,50
"Chr02-anno1.g20425.t1",0,0,2,0,1,4
"Chr02-anno1.g20433.t1",0,0,3,3,4,6
"Chr02-anno1.g20870.t2",0,0,10,12,0,2
"Chr02-anno1.g21175.t1",0,0,10,9,0,0
"Chr02-anno1.g21262.t1",0,0,7,8,0,0
"Chr02-anno1.g21386.t1",0,0,26,21,0,0
"Chr02-anno1.g21613.t1",0,0,1,2,1,0
"Chr02-anno1.g21724.t1",0,0,2,2,0,0
"Chr02-anno1.g22455.t1",0,0,12,14,2,2
"Chr02-anno1.g23433.t1",0,0,1,1,15,9
"Chr02-anno1.g23806.t1",0,0,3,2,0,0
"Chr02-anno1.g24669.t1",0,0,2,1,1,1
"Chr02-anno1.g24716.t1",0,0,1,1,0,0
"Chr02-anno1.g24910.t1",0,0,1,0,13,12
"Chr02-anno1.g25223.t1",0,0,4,0,0,0
"Chr02-anno1.g25814.t1",0,0,4,2,0,0
"Chr02-anno1.g26093.t1",0,0,5,3,0,0
"Chr02-anno1.g26363.t1",0,0,2,2,2,7
"Chr02-anno1.g26481.t1",0,0,7,13,1,2
"Chr02-anno1.g26838.t1",0,0,2,0,5,3
"Chr02-anno1.g26962.t1",0,0,4,4,0,0
"Chr02-anno1.g27174.t1",0,0,1,1,0,0
"Chr02-anno1.g27252.t1",0,0,1,0,3,0
"Chr02-anno1.g27316.t1",0,0,1,1,1,0
"Chr02-anno1.g27320.t1",0,0,4,7,0,0
"Chr02-anno1.g27362.t1",0,0,7,2,0,0
"Chr02-anno1.g27496.t1",0,0,1,0,0,0
"Chr02-anno2.g12081.t1",0,0,4,6,0,1
"Chr02-anno2.g13517.t1",0,0,2,0,10,7
"Chr02-anno2.g16006.t1",0,0,1,0,0,0
"Chr02-anno2.g9797.t1",0,0,1,0,0,3
"Chr02-long_reads1.PB.1006.2",0,0,2,0,0,0
"Chr02-long_reads1.PB.686.1",0,0,13,11,2,2
"Chr02-long_reads1.PB.810.1",0,0,1,0,1,1
"Chr02-long_reads1.PB.862.1",0,0,1,2,9,11
"Chr02-long_reads1.PB.897.1",0,0,1,0,0,0
"Chr03-anno1.g51676.t1",0,0,13,4,7,8
"Chr03-anno1.g51825.t1",0,0,2,2,0,0
"Chr03-anno1.g51944.t1",0,0,33,35,2,5
"Chr03-anno1.g52106.t1",0,0,2,1,4,7
"Chr03-anno1.g52180.t1",0,0,2,1,0,0
"Chr03-anno1.g52206.t1",0,0,1,0,4,4
"Chr03-anno1.g52554.t1",0,0,5,5,0,0
"Chr03-anno1.g52604.t1",0,0,4,4,1,1
"Chr03-anno1.g52744.t1",0,0,1,1,2,0
"Chr03-anno1.g53042.t2",0,0,5,3,9,0
"Chr03-anno1.g53350.t1",0,0,4,5,12,16
"Chr03-anno1.g53581.t1",0,0,1,0,0,0
"Chr03-anno1.g53785.t1",0,0,1,0,0,0
"Chr03-anno1.g54093.t1",0,0,1,0,0,0
"Chr03-anno1.g54281.t1",0,0,2,0,3,1
"Chr03-anno1.g54991.t1",0,0,1,0,2,1
"Chr03-anno1.g55061.t1",0,0,3,4,2,0
"Chr03-anno1.g55220.t1",0,0,2,1,1,3
"Chr03-anno1.g55552.t1",0,0,1,1,0,0
"Chr03-anno1.g55617.t1",0,0,1,5,0,1
"Chr03-anno1.g55895.t1",0,0,3,4,0,7
"Chr03-anno1.g56312.t1",0,0,44,51,11,11
"Chr03-anno1.g56665.t1",0,0,1,0,1,1
"Chr03-anno1.g56753.t1",0,0,4,1,0,0
"Chr03-anno1.g57402.t1",0,0,5,5,7,0
"Chr03-anno1.g57427.t1",0,0,7,3,0,0
"Chr03-anno1.g57434.t1",0,0,3,1,18,5
"Chr03-anno1.g57594.t1",0,0,1,0,0,0
"Chr03-anno1.g57627.t1",0,0,8,5,3,4
"Chr03-anno1.g57655.t1",0,0,27,24,3,1
"Chr03-anno1.g57881.t1",0,0,11,7,0,0
"Chr03-anno1.g57979.t1",0,0,2,1,3,2
"Chr03-anno1.g57986.t1",0,0,8,3,0,0
"Chr03-anno1.g58013.t1",0,0,13,11,0,0
"Chr03-anno2.g18149.t1",0,0,11,13,2,1
"Chr03-anno2.g18421.t1",0,0,8,7,0,0
"Chr03-anno2.g18441.t1",0,0,5,2,0,0
"Chr03-anno2.g18675.t1",0,0,46,49,1,8
"Chr03-anno2.g18851.t1",0,0,1,2,0,0
"Chr03-anno2.g21342.t1",0,0,12,13,0,0
"Chr03-anno2.g21514.t1",0,0,1,1,4,5
"Chr03-anno2.g22059.t1",0,0,23,20,4,6
"Chr03-anno2.g22530.t1",0,0,1,0,8,4
"Chr03-anno2.g22945.t1",0,0,1,3,0,0
"Chr03-anno2.g22964.t1",0,0,1,1,0,0
"Chr03-anno2.g23060.t1",0,0,2,0,0,1
"Chr03-anno2.g23183.t1",0,0,6,7,0,0
"Chr03-anno2.g23587.t1",0,0,2,1,0,0
"Chr03-long_reads1.PB.1086.1",0,0,1,0,4,12
"Chr03-long_reads1.PB.1279.4",0,0,1,0,8,13
"Chr03-long_reads1.PB.1280.1",0,0,7,5,8,12
"Chr03-long_reads1.PB.1631.4",0,0,7,8,11,8
"Chr04-anno1.g45257.t1",0,0,2,0,2,2
"Chr04-anno1.g45329.t1",0,0,1,0,3,3
"Chr04-anno1.g45390.t1",0,0,9,10,0,1
"Chr04-anno1.g45467.t1",0,0,2,0,5,0
"Chr04-anno1.g45473.t1",0,0,1,0,1,0
"Chr04-anno1.g45483.t1",0,0,4,1,9,9
"Chr04-anno1.g45521.t1",0,0,7,9,0,0
"Chr04-anno1.g46404.t1",0,0,4,5,0,0
"Chr04-anno1.g46557.t1",0,0,3,2,0,0
"Chr04-anno1.g47029.t1",0,0,10,8,0,0
"Chr04-anno1.g47173.t1",0,0,16,11,0,0
"Chr04-anno1.g47287.t1",0,0,16,9,0,0
"Chr04-anno1.g47377.t1",0,0,2,2,0,0
"Chr04-anno1.g47400.t1",0,0,7,6,0,0
"Chr04-anno1.g49160.t1",0,0,2,1,5,5
"Chr04-anno1.g49801.t1",0,0,11,10,1,1
"Chr04-anno1.g49974.t1",0,0,3,0,0,0
"Chr04-anno1.g50273.t1",0,0,8,5,0,0
"Chr04-anno1.g50374.t1",0,0,1,0,0,2
"Chr04-anno1.g50430.t1",0,0,5,3,0,0
"Chr04-anno1.g50664.t1",0,0,5,5,0,0
"Chr04-anno1.g50669.t1",0,0,7,2,0,1
"Chr04-anno1.g50970.t1",0,0,26,26,2,6
"Chr04-anno1.g51220.t1",0,0,2,1,0,0
"Chr04-anno1.g51520.t1",0,0,9,6,0,0
"Chr04-anno2.g24167.t1",0,0,2,2,0,0
"Chr04-anno2.g24768.t1",0,0,4,6,0,0
"Chr04-anno2.g24880.t1",0,0,2,0,0,0
"Chr04-anno2.g24989.t1",0,0,2,0,0,0
"Chr04-anno2.g25555.t1",0,0,5,3,0,0
"Chr04-anno2.g25579.t1",0,0,7,6,0,0
"Chr04-anno2.g25772.t1",0,0,1,1,2,2
"Chr04-anno2.g25977.t1",0,0,3,0,0,0
"Chr04-anno2.g30291.t1",0,0,3,1,0,0
"Chr04-anno2.g30683.t1",0,0,5,6,0,0
"Chr04-long_reads1.PB.1859.1",0,0,19,14,0,0
"Chr04-long_reads1.PB.1920.2",0,0,3,0,0,0
"Chr04-long_reads1.PB.2072.1",0,0,1,2,12,3
"Chr05-anno1.g10220.t1",0,0,37,36,0,0
"Chr05-anno1.g10273.t1",0,0,1,0,0,0
"Chr05-anno1.g10831.t1",0,0,1,0,5,5
"Chr05-anno1.g10833.t1",0,0,20,16,1,3
"Chr05-anno1.g10896.t1",0,0,4,5,0,0
"Chr05-anno1.g11032.t1",0,0,1,0,1,5
"Chr05-anno1.g11287.t1",0,0,1,0,2,4
"Chr05-anno1.g11511.t1",0,0,9,2,14,13
"Chr05-anno1.g11885.t1",0,0,9,9,0,1
"Chr05-anno1.g11891.t1",0,0,1,0,0,0
"Chr05-anno1.g11895.t1",0,0,17,22,2,4
"Chr05-anno1.g12047.t1",0,0,1,1,0,0
"Chr05-anno1.g12192.t1",0,0,4,6,1,1
"Chr05-anno1.g12199.t1",0,0,55,48,6,6
"Chr05-anno1.g12397.t1",0,0,3,0,0,0
"Chr05-anno1.g12398.t1",0,0,3,3,0,0
"Chr05-anno1.g12855.t1",0,0,3,1,10,10
"Chr05-anno1.g12863.t1",0,0,20,16,0,0
"Chr05-anno1.g12958.t1",0,0,18,14,1,1
"Chr05-anno1.g6199.t1",0,0,1,0,0,0
"Chr05-anno1.g6207.t1",0,0,1,1,3,3
"Chr05-anno1.g6436.t1",0,0,12,11,0,2
"Chr05-anno1.g6483.t1",0,0,1,1,0,0
"Chr05-anno1.g6859.t1",0,0,28,25,2,3
"Chr05-anno1.g6918.t1",0,0,2,2,0,0
"Chr05-anno1.g7143.t1",0,0,13,13,0,2
"Chr05-anno1.g7152.t1",0,0,10,5,0,0
"Chr05-anno1.g7244.t1",0,0,1,1,7,7
"Chr05-anno1.g7336.t2",0,0,2,3,0,0
"Chr05-anno1.g7368.t1",0,0,1,2,5,6
"Chr05-anno1.g7496.t1",0,0,9,11,11,7
"Chr05-anno1.g7633.t1",0,0,13,9,0,0
"Chr05-anno1.g7649.t1",0,0,13,10,4,5
"Chr05-anno1.g7719.t1",0,0,1,0,0,0
"Chr05-anno1.g7900.t1",0,0,5,5,0,0
"Chr05-anno1.g8356.t1",0,0,4,2,0,0
"Chr05-anno1.g8408.t1",0,0,1,1,0,0
"Chr05-anno1.g9133.t1",0,0,4,1,0,0
"Chr05-anno1.g9174.t1",0,0,1,0,1,0
"Chr05-anno1.g9575.t1",0,0,29,30,2,4
"Chr05-anno1.g9698.t1",0,0,3,1,11,13
"Chr05-anno1.g9744.t1",0,0,5,1,0,0
"Chr05-anno1.g9848.t1",0,0,14,3,0,0
"Chr05-anno2.g66478.t1",0,0,17,9,0,0
"Chr05-anno2.g66533.t1",0,0,1,0,0,0
"Chr05-anno2.g67874.t1",0,0,4,3,0,0
"Chr05-anno2.g69585.t1",0,0,1,0,0,0
"Chr05-anno2.g69941.t1",0,0,1,1,2,2
"Chr05-anno2.g70656.t1",0,0,1,0,0,0
"Chr05-anno2.g71713.t1",0,0,5,2,3,0
"Chr05-anno2.g72204.t1",0,0,2,0,0,1
"Chr05-anno2.g72456.t1",0,0,1,3,0,0
"Chr05-anno2.g72701.t1",0,0,1,0,1,5
"Chr05-anno2.g72739.t1",0,0,14,11,8,5
"Chr05-anno2.g72754.t1",0,0,5,6,0,0
"Chr05-anno2.g72968.t1",0,0,1,0,0,0
"Chr05-anno2.g73381.t1",0,0,2,1,0,0
"Chr05-anno2.g73625.t1",0,0,4,3,24,28
"Chr05-anno2.g74199.t1",0,0,13,9,0,0
"Chr05-long_reads1.PB.2271.3",0,0,9,9,18,3
"Chr05-long_reads1.PB.2374.1",0,0,48,35,0,0
"Chr05-long_reads1.PB.2527.1",0,0,12,8,0,0
"Chr05-long_reads1.PB.2531.3",0,0,2,0,15,18
"Chr05-long_reads1.PB.2602.1",0,0,4,4,0,0
"Chr05-long_reads1.PB.2689.1",0,0,1,0,1,3
"Chr05-long_reads1.PB.2702.1",0,0,6,6,5,4
"Chr05-long_reads1.PB.2749.1",0,0,3,1,0,1
"Chr06-anno1.g13322.t1",0,0,6,6,0,0
"Chr06-anno1.g13525.t1",0,0,2,2,0,0
"Chr06-anno1.g13633.t1",0,0,10,13,6,7
"Chr06-anno1.g13654.t1",0,0,4,3,1,0
"Chr06-anno1.g13830.t1",0,0,1,0,0,0
"Chr06-anno1.g14151.t1",0,0,20,11,0,0
"Chr06-anno1.g17256.t1",0,0,2,0,0,0
"Chr06-anno1.g17929.t1",0,0,3,2,1,2
"Chr06-anno1.g18147.t1",0,0,2,0,0,0
"Chr06-anno1.g18560.t1",0,0,4,2,0,0
"Chr06-anno1.g18931.t1",0,0,3,1,5,3
"Chr06-anno1.g19119.t1",0,0,1,0,0,0
"Chr06-anno1.g19146.t1",0,0,3,1,3,3
"Chr06-anno1.g19288.t1",0,0,1,0,0,0
"Chr06-anno1.g19379.t1",0,0,1,0,0,0
"Chr06-anno1.g19483.t1",0,0,6,1,0,0
"Chr06-anno1.g19871.t1",0,0,16,19,1,1
"Chr06-anno1.g19878.t1",0,0,2,1,0,0
"Chr06-anno1.g19883.t1",0,0,5,3,0,0
"Chr06-anno1.g19895.t1",0,0,1,0,0,0
"Chr06-anno1.g19899.t1",0,0,7,3,0,0
"Chr06-anno1.g20143.t1",0,0,2,1,8,7
"Chr06-anno2.g51920.t1",0,0,2,3,0,1
"Chr06-anno2.g52545.t1",0,0,8,9,0,0
"Chr06-anno2.g52850.t1",0,0,2,0,0,0
"Chr06-anno2.g56002.t1",0,0,3,0,17,13
"Chr06-anno2.g56987.t1",0,0,7,6,0,0
"Chr06-anno2.g57354.t1",0,0,10,11,0,2
"Chr06-anno2.g57669.t1",0,0,8,7,0,0
"Chr06-anno2.g57801.t1",0,0,7,4,7,9
"Chr06-anno2.g59105.t1",0,0,1,0,0,0
"Chr06-long_reads1.PB.2874.1",0,0,5,1,1,3
"Chr06-long_reads1.PB.3126.9",0,0,7,13,8,7
"Chr06-long_reads1.PB.3184.1",0,0,25,25,1,4
"Chr06-long_reads1.PB.3187.2",0,0,8,2,0,0
"Chr06-long_reads1.PB.3222.2",0,0,1,0,0,0
"Chr07-anno1.g1067.t1",0,0,1,1,1,1
"Chr07-anno1.g1456.t1",0,0,13,13,0,0
"Chr07-anno1.g1588.t1",0,0,1,1,0,0
"Chr07-anno1.g1733.t1",0,0,3,3,3,3
"Chr07-anno1.g2136.t1",0,0,12,12,0,3
"Chr07-anno1.g232.t1",0,0,3,3,0,0
"Chr07-anno1.g2550.t1",0,0,3,3,0,0
"Chr07-anno1.g2676.t1",0,0,3,2,0,0
"Chr07-anno1.g2764.t1",0,0,3,1,0,0
"Chr07-anno1.g3906.t1",0,0,5,1,0,0
"Chr07-anno1.g3937.t1",0,0,4,1,0,0
"Chr07-anno1.g3961.t1",0,0,1,1,1,0
"Chr07-anno1.g3987.t1",0,0,6,7,0,0
"Chr07-anno1.g4004.t1",0,0,1,0,0,0
"Chr07-anno1.g4258.t1",0,0,1,1,2,1
"Chr07-anno1.g4383.t1",0,0,1,0,0,0
"Chr07-anno1.g4846.t1",0,0,15,16,4,5
"Chr07-anno1.g5044.t1",0,0,14,12,0,0
"Chr07-anno1.g5310.t1",0,0,6,2,0,0
"Chr07-anno1.g5487.t1",0,0,2,0,0,0
"Chr07-anno1.g5605.t1",0,0,27,24,0,1
"Chr07-anno1.g5660.t1",0,0,1,0,0,0
"Chr07-anno1.g5675.t1",0,0,1,0,1,3
"Chr07-anno1.g5847.t1",0,0,2,1,3,5
"Chr07-anno1.g5953.t1",0,0,14,18,4,3
"Chr07-anno1.g6004.t1",0,0,8,6,0,0
"Chr07-anno1.g6078.t1",0,0,4,3,0,1
"Chr07-anno1.g866.t1",0,0,4,2,12,15
"Chr07-anno2.g59423.t1",0,0,3,1,0,0
"Chr07-anno2.g59491.t1",0,0,6,3,5,3
"Chr07-anno2.g64029.t1",0,0,3,2,0,0
"Chr07-anno2.g64087.t1",0,0,3,0,0,0
"Chr07-anno2.g64509.t1",0,0,2,1,0,0
"Chr07-anno2.g64970.t2",0,0,3,2,0,0
"Chr07-anno2.g65106.t1",0,0,19,18,2,4
"Chr07-anno2.g65359.t1",0,0,8,5,0,0
"Chr07-anno2.g65580.t1",0,0,1,0,8,12
"Chr07-anno2.g65953.t1",0,0,1,0,0,0
"Chr07-anno2.g66237.t1",0,0,2,0,4,0
"Chr07-long_reads1.PB.3567.1",0,0,1,3,14,16
"Chr07-long_reads1.PB.3707.2",0,0,1,0,1,2
"Chr07-long_reads1.PB.3906.1",0,0,18,11,5,6
"Chr08-anno1.g32971.t1",0,0,1,1,0,0
"Chr08-anno1.g33116.t1",0,0,1,2,0,0
"Chr08-anno1.g33285.t1",0,0,1,0,2,3
"Chr08-anno1.g33382.t1",0,0,15,7,0,0
"Chr08-anno1.g33389.t1",0,0,2,2,0,0
"Chr08-anno1.g33446.t1",0,0,4,1,0,0
"Chr08-anno1.g33489.t1",0,0,8,6,0,0
"Chr08-anno1.g33498.t1",0,0,1,0,0,0
"Chr08-anno1.g33690.t1",0,0,18,20,0,4
"Chr08-anno1.g33757.t1",0,0,25,23,0,0
"Chr08-anno1.g34018.t1",0,0,8,6,0,0
"Chr08-anno1.g34020.t1",0,0,4,1,9,9
"Chr08-anno1.g34195.t1",0,0,5,3,0,0
"Chr08-anno1.g34370.t1",0,0,1,0,4,0
"Chr08-anno1.g34401.t1",0,0,1,3,0,0
"Chr08-anno1.g34581.t1",0,0,3,3,19,25
"Chr08-anno1.g34667.t1",0,0,3,1,2,2
"Chr08-anno1.g34720.t1",0,0,1,0,0,0
"Chr08-anno1.g34779.t1",0,0,18,11,1,0
"Chr08-anno1.g34782.t1",0,0,13,11,0,2
"Chr08-anno1.g34938.t1",0,0,13,12,0,0
"Chr08-anno1.g35025.t1",0,0,8,6,0,0
"Chr08-anno1.g36299.t1",0,0,18,14,0,0
"Chr08-anno1.g36481.t1",0,0,1,1,0,0
"Chr08-anno1.g36545.t1",0,0,1,0,0,0
"Chr08-anno1.g37727.t1",0,0,1,1,7,6
"Chr08-anno1.g37825.t1",0,0,3,1,0,0
"Chr08-anno1.g38041.t1",0,0,2,0,5,2
"Chr08-anno1.g38064.t1",0,0,15,13,20,24
"Chr08-anno1.g38564.t2",0,0,1,0,0,0
"Chr08-anno1.g38850.t1",0,0,9,10,0,0
"Chr08-anno1.g38863.t1",0,0,1,1,0,0
"Chr08-anno1.g39003.t1",0,0,1,0,2,3
"Chr08-anno2.g1181.t1",0,0,2,1,0,0
"Chr08-anno2.g1187.t1",0,0,2,3,0,1
"Chr08-anno2.g1326.t1",0,0,1,0,3,4
"Chr08-anno2.g1864.t1",0,0,1,1,0,0
"Chr08-anno2.g2242.t1",0,0,9,4,0,0
"Chr08-anno2.g3453.t1",0,0,2,2,0,0
